control_id,initiative_id,control_name,required,status,evidence_date
AI-135-C2,AI-135,Data lineage review,Yes,Pass,2025-01-12
AI-135-C3,AI-135,Privacy assessment,Yes,Pass,2025-02-12
AI-135-C4,AI-135,Security review,Yes,Pass,2025-03-15
AI-135-C5,AI-135,Human oversight,Yes,Pass,2025-04-15
AI-135-C6,AI-135,Model monitoring,Yes,Pass,2025-05-16
AI-136-C1,AI-136,Use-case inventory,Yes,Gap,2026-06-29
AI-136-C2,AI-136,Data lineage review,Yes,Pass,2025-01-16
AI-136-C3,AI-136,Privacy assessment,Yes,Pass,2025-02-16
AI-136-C4,AI-136,Security review,Yes,Pass,2025-03-19
AI-136-C5,AI-136,Human oversight,Yes,Pass,2025-04-19
AI-136-C6,AI-136,Model monitoring,Yes,Pass,2025-05-20
AI-137-C1,AI-137,Use-case inventory,Yes,Pass,2026-07-03
AI-137-C2,AI-137,Data lineage review,Yes,Gap,2025-01-20
AI-137-C3,AI-137,Privacy assessment,Yes,Pass,2025-02-20
AI-137-C4,AI-137,Security review,Yes,Pass,2025-03-23
AI-137-C5,AI-137,Human oversight,Yes,Gap,2025-04-23
AI-137-C6,AI-137,Model monitoring,Yes,Pass,2025-05-24
AI-138-C1,AI-138,Use-case inventory,Yes,Pass,2026-07-07
AI-138-C2,AI-138,Data lineage review,Yes,Pass,2025-01-24
AI-138-C3,AI-138,Privacy assessment,Yes,Pass,2025-02-24
AI-138-C4,AI-138,Security review,Yes,Pass,2025-03-27
AI-138-C5,AI-138,Human oversight,Yes,Pass,2025-04-27
AI-138-C6,AI-138,Model monitoring,Yes,Gap,2025-05-28
AI-139-C1,AI-139,Use-case inventory,Yes,Pass,2026-07-11
AI-139-C2,AI-139,Data lineage review,Yes,Pass,2025-01-28
AI-139-C3,AI-139,Privacy assessment,Yes,Pass,2025-02-28
AI-139-C4,AI-139,Security review,Yes,Pass,2025-03-31
AI-139-C5,AI-139,Human oversight,Yes,Pass,2025-05-01
AI-139-C6,AI-139,Model monitoring,Yes,Pass,2025-06-01
AI-140-C1,AI-140,Use-case inventory,Yes,Pass,2025-01-01
AI-140-C2,AI-140,Data lineage review,Yes,Pass,2025-02-01
AI-140-C3,AI-140,Privacy assessment,Yes,Pass,2025-03-04
AI-140-C4,AI-140,Security review,Yes,Pass,2025-04-04
AI-140-C5,AI-140,Human oversight,Yes,Pass,2025-05-05
AI-140-C6,AI-140,Model monitoring,Yes,Pass,2025-06-05
AI-141-C1,AI-141,Use-case inventory,Yes,Gap,2025-01-05
AI-141-C2,AI-141,Data lineage review,Yes,Pass,2025-02-05
AI-141-C3,AI-141,Privacy assessment,Yes,Pass,2025-03-08
AI-141-C4,AI-141,Security review,Yes,Gap,2025-04-08
AI-141-C5,AI-141,Human oversight,Yes,Pass,2025-05-09
AI-141-C6,AI-141,Model monitoring,Yes,Pass,2025-06-09
AI-142-C1,AI-142,Use-case inventory,Yes,Pass,2025-01-09
AI-142-C2,AI-142,Data lineage review,Yes,Pass,2025-02-09
AI-142-C3,AI-142,Privacy assessment,Yes,Pass,2025-03-12
AI-142-C4,AI-142,Security review,Yes,Pass,2025-04-12
AI-142-C5,AI-142,Human oversight,Yes,Gap,2025-05-13
AI-142-C6,AI-142,Model monitoring,Yes,Pass,2025-06-13
AI-143-C1,AI-143,Use-case inventory,Yes,Pass,2025-01-13
AI-143-C2,AI-143,Data lineage review,Yes,Pass,2025-02-13
AI-143-C3,AI-143,Privacy assessment,Yes,Pass,2025-03-16
AI-143-C4,AI-143,Security review,Yes,Pass,2025-04-16
AI-143-C5,AI-143,Human oversight,Yes,Pass,2025-05-17
AI-143-C6,AI-143,Model monitoring,Yes,Pass,2025-06-17
AI-144-C1,AI-144,Use-case inventory,Yes,Pass,2025-01-17
AI-144-C2,AI-144,Data lineage review,Yes,Pass,2025-02-17
AI-144-C3,AI-144,Privacy assessment,Yes,Pass,2025-03-20
AI-144-C4,AI-144,Security review,Yes,Pass,2025-04-20
AI-144-C5,AI-144,Human oversight,Yes,Pass,2025-05-21
AI-144-C6,AI-144,Model monitoring,Yes,Pass,2025-06-21
AI-145-C1,AI-145,Use-case inventory,Yes,Pass,2025-01-21
AI-145-C2,AI-145,Data lineage review,Yes,Pass,2025-02-21
AI-145-C3,AI-145,Privacy assessment,Yes,Gap,2025-03-24
AI-145-C4,AI-145,Security review,Yes,Pass,2025-04-24
AI-145-C5,AI-145,Human oversight,Yes,Pass,2025-05-25
AI-145-C6,AI-145,Model monitoring,Yes,Pass,2025-06-25
AI-146-C1,AI-146,Use-case inventory,Yes,Pass,2025-01-25
AI-146-C2,AI-146,Data lineage review,Yes,Pass,2025-02-25
AI-146-C3,AI-146,Privacy assessment,Yes,Pass,2025-03-28
AI-146-C4,AI-146,Security review,Yes,Gap,2025-04-28
AI-146-C5,AI-146,Human oversight,Yes,Pass,2025-05-29
AI-146-C6,AI-146,Model monitoring,Yes,Pass,2025-06-29
AI-147-C1,AI-147,Use-case inventory,Yes,Pass,2025-01-29
AI-147-C2,AI-147,Data lineage review,Yes,Pass,2025-03-01
AI-147-C3,AI-147,Privacy assessment,Yes,Pass,2025-04-01
AI-147-C4,AI-147,Security review,Yes,Pass,2025-05-02
AI-147-C5,AI-147,Human oversight,Yes,Pass,2025-06-02
AI-147-C6,AI-147,Model monitoring,Yes,Pass,2025-07-03
AI-148-C1,AI-148,Use-case inventory,Yes,Pass,2025-02-02
AI-148-C2,AI-148,Data lineage review,Yes,Pass,2025-03-05
AI-148-C3,AI-148,Privacy assessment,Yes,Pass,2025-04-05
AI-148-C4,AI-148,Security review,Yes,Pass,2025-05-06
AI-148-C5,AI-148,Human oversight,Yes,Pass,2025-06-06
AI-148-C6,AI-148,Model monitoring,Yes,Pass,2025-07-07
AI-149-C1,AI-149,Use-case inventory,Yes,Pass,2025-02-06
AI-149-C2,AI-149,Data lineage review,Yes,Gap,2025-03-09
AI-149-C3,AI-149,Privacy assessment,Yes,Pass,2025-04-09
AI-149-C4,AI-149,Security review,Yes,Pass,2025-05-10
AI-149-C5,AI-149,Human oversight,Yes,Pass,2025-06-10
AI-149-C6,AI-149,Model monitoring,Yes,Pass,2025-07-11
AI-150-C1,AI-150,Use-case inventory,Yes,Pass,2025-02-10
AI-150-C2,AI-150,Data lineage review,Yes,Pass,2025-03-13
AI-150-C3,AI-150,Privacy assessment,Yes,Gap,2025-04-13
AI-150-C4,AI-150,Security review,Yes,Pass,2025-05-14
AI-150-C5,AI-150,Human oversight,Yes,Pass,2025-06-14
AI-150-C6,AI-150,Model monitoring,Yes,Gap,2025-07-15
AI-151-C1,AI-151,Use-case inventory,Yes,Pass,2025-02-14
AI-151-C2,AI-151,Data lineage review,Yes,Pass,2025-03-17
AI-151-C3,AI-151,Privacy assessment,Yes,Pass,2025-04-17
AI-151-C4,AI-151,Security review,Yes,Pass,2025-05-18
AI-151-C5,AI-151,Human oversight,Yes,Pass,2025-06-18
AI-151-C6,AI-151,Model monitoring,Yes,Pass,2025-07-19
AI-152-C1,AI-152,Use-case inventory,Yes,Pass,2025-02-18
AI-152-C2,AI-152,Data lineage review,Yes,Pass,2025-03-21
AI-152-C3,AI-152,Privacy assessment,Yes,Pass,2025-04-21
AI-152-C4,AI-152,Security review,Yes,Pass,2025-05-22
AI-152-C5,AI-152,Human oversight,Yes,Pass,2025-06-22
AI-152-C6,AI-152,Model monitoring,Yes,Pass,2025-07-23
AI-153-C1,AI-153,Use-case inventory,Yes,Gap,2025-02-22
AI-153-C2,AI-153,Data lineage review,Yes,Pass,2025-03-25
AI-153-C3,AI-153,Privacy assessment,Yes,Pass,2025-04-25
AI-153-C4,AI-153,Security review,Yes,Pass,2025-05-26
AI-153-C5,AI-153,Human oversight,Yes,Pass,2025-06-26
AI-153-C6,AI-153,Model monitoring,Yes,Pass,2025-07-27
AI-154-C1,AI-154,Use-case inventory,Yes,Pass,2025-02-26
AI-154-C2,AI-154,Data lineage review,Yes,Gap,2025-03-29
AI-154-C3,AI-154,Privacy assessment,Yes,Pass,2025-04-29
AI-154-C4,AI-154,Security review,Yes,Pass,2025-05-30
AI-154-C5,AI-154,Human oversight,Yes,Gap,2025-06-30
AI-154-C6,AI-154,Model monitoring,Yes,Pass,2025-07-31
AI-155-C1,AI-155,Use-case inventory,Yes,Pass,2025-03-02
AI-155-C2,AI-155,Data lineage review,Yes,Pass,2025-04-02
AI-155-C3,AI-155,Privacy assessment,Yes,Pass,2025-05-03
AI-155-C4,AI-155,Security review,Yes,Pass,2025-06-03
AI-155-C5,AI-155,Human oversight,Yes,Pass,2025-07-04
AI-155-C6,AI-155,Model monitoring,Yes,Gap,2025-08-04
AI-156-C1,AI-156,Use-case inventory,Yes,Pass,2025-03-06
AI-156-C2,AI-156,Data lineage review,Yes,Pass,2025-04-06
AI-156-C3,AI-156,Privacy assessment,Yes,Pass,2025-05-07
AI-156-C4,AI-156,Security review,Yes,Pass,2025-06-07
AI-156-C5,AI-156,Human oversight,Yes,Pass,2025-07-08
AI-156-C6,AI-156,Model monitoring,Yes,Pass,2025-08-08
AI-157-C1,AI-157,Use-case inventory,Yes,Pass,2025-03-10
AI-157-C2,AI-157,Data lineage review,Yes,Pass,2025-04-10
AI-157-C3,AI-157,Privacy assessment,Yes,Pass,2025-05-11
AI-157-C4,AI-157,Security review,Yes,Pass,2025-06-11
AI-157-C5,AI-157,Human oversight,Yes,Pass,2025-07-12
AI-157-C6,AI-157,Model monitoring,Yes,Pass,2025-08-12
AI-158-C1,AI-158,Use-case inventory,Yes,Gap,2025-03-14
AI-158-C2,AI-158,Data lineage review,Yes,Pass,2025-04-14
AI-158-C3,AI-158,Privacy assessment,Yes,Pass,2025-05-15
AI-158-C4,AI-158,Security review,Yes,Gap,2025-06-15
AI-158-C5,AI-158,Human oversight,Yes,Pass,2025-07-16
AI-158-C6,AI-158,Model monitoring,Yes,Pass,2025-08-16
AI-159-C1,AI-159,Use-case inventory,Yes,Pass,2025-03-18
AI-159-C2,AI-159,Data lineage review,Yes,Pass,2025-04-18
AI-159-C3,AI-159,Privacy assessment,Yes,Pass,2025-05-19
AI-159-C4,AI-159,Security review,Yes,Pass,2025-06-19
AI-159-C5,AI-159,Human oversight,Yes,Gap,2025-07-20
AI-159-C6,AI-159,Model monitoring,Yes,Pass,2025-08-20
AI-160-C1,AI-160,Use-case inventory,Yes,Pass,2025-03-22
AI-160-C2,AI-160,Data lineage review,Yes,Pass,2025-04-22
AI-160-C3,AI-160,Privacy assessment,Yes,Pass,2025-05-23
AI-160-C4,AI-160,Security review,Yes,Pass,2025-06-23
AI-160-C5,AI-160,Human oversight,Yes,Pass,2025-07-24
AI-160-C6,AI-160,Model monitoring,Yes,Pass,2025-08-24
AI-161-C1,AI-161,Use-case inventory,Yes,Pass,2025-03-26
AI-161-C2,AI-161,Data lineage review,Yes,Pass,2025-04-26
AI-161-C3,AI-161,Privacy assessment,Yes,Pass,2025-05-27
AI-161-C4,AI-161,Security review,Yes,Pass,2025-06-27
AI-161-C5,AI-161,Human oversight,Yes,Pass,2025-07-28
AI-161-C6,AI-161,Model monitoring,Yes,Pass,2025-08-28
AI-162-C1,AI-162,Use-case inventory,Yes,Pass,2025-03-30
AI-162-C2,AI-162,Data lineage review,Yes,Pass,2025-04-30
AI-162-C3,AI-162,Privacy assessment,Yes,Gap,2025-05-31
AI-162-C4,AI-162,Security review,Yes,Pass,2025-07-01
AI-162-C5,AI-162,Human oversight,Yes,Pass,2025-08-01
AI-162-C6,AI-162,Model monitoring,Yes,Pass,2025-09-01
AI-163-C1,AI-163,Use-case inventory,Yes,Pass,2025-04-03
AI-163-C2,AI-163,Data lineage review,Yes,Pass,2025-05-04
AI-163-C3,AI-163,Privacy assessment,Yes,Pass,2025-06-04
AI-163-C4,AI-163,Security review,Yes,Gap,2025-07-05
AI-163-C5,AI-163,Human oversight,Yes,Pass,2025-08-05
AI-163-C6,AI-163,Model monitoring,Yes,Pass,2025-09-05
AI-164-C1,AI-164,Use-case inventory,Yes,Pass,2025-04-07
AI-164-C2,AI-164,Data lineage review,Yes,Pass,2025-05-08
AI-164-C3,AI-164,Privacy assessment,Yes,Pass,2025-06-08
AI-164-C4,AI-164,Security review,Yes,Pass,2025-07-09
AI-164-C5,AI-164,Human oversight,Yes,Pass,2025-08-09
AI-164-C6,AI-164,Model monitoring,Yes,Pass,2025-09-09
AI-165-C1,AI-165,Use-case inventory,Yes,Pass,2025-04-11
AI-165-C2,AI-165,Data lineage review,Yes,Pass,2025-05-12
AI-165-C3,AI-165,Privacy assessment,Yes,Pass,2025-06-12
AI-165-C4,AI-165,Security review,Yes,Pass,2025-07-13
AI-165-C5,AI-165,Human oversight,Yes,Pass,2025-08-13
AI-165-C6,AI-165,Model monitoring,Yes,Pass,2025-09-13
AI-166-C1,AI-166,Use-case inventory,Yes,Pass,2025-04-15
AI-166-C2,AI-166,Data lineage review,Yes,Gap,2025-05-16
AI-166-C3,AI-166,Privacy assessment,Yes,Pass,2025-06-16
AI-166-C4,AI-166,Security review,Yes,Pass,2025-07-17
AI-166-C5,AI-166,Human oversight,Yes,Pass,2025-08-17
AI-166-C6,AI-166,Model monitoring,Yes,Pass,2025-09-17
AI-167-C1,AI-167,Use-case inventory,Yes,Pass,2025-04-19
AI-167-C2,AI-167,Data lineage review,Yes,Pass,2025-05-20
AI-167-C3,AI-167,Privacy assessment,Yes,Gap,2025-06-20
AI-167-C4,AI-167,Security review,Yes,Pass,2025-07-21
AI-167-C5,AI-167,Human oversight,Yes,Pass,2025-08-21
AI-167-C6,AI-167,Model monitoring,Yes,Gap,2025-09-21
AI-168-C1,AI-168,Use-case inventory,Yes,Pass,2025-04-23
AI-168-C2,AI-168,Data lineage review,Yes,Pass,2025-05-24
AI-168-C3,AI-168,Privacy assessment,Yes,Pass,2025-06-24
AI-168-C4,AI-168,Security review,Yes,Pass,2025-07-25
AI-168-C5,AI-168,Human oversight,Yes,Pass,2025-08-25
AI-168-C6,AI-168,Model monitoring,Yes,Pass,2025-09-25
AI-169-C1,AI-169,Use-case inventory,Yes,Pass,2025-04-27
AI-169-C2,AI-169,Data lineage review,Yes,Pass,2025-05-28
AI-169-C3,AI-169,Privacy assessment,Yes,Pass,2025-06-28
AI-169-C4,AI-169,Security review,Yes,Pass,2025-07-29
AI-169-C5,AI-169,Human oversight,Yes,Pass,2025-08-29
AI-169-C6,AI-169,Model monitoring,Yes,Pass,2025-09-29
AI-170-C1,AI-170,Use-case inventory,Yes,Gap,2025-05-01
AI-170-C2,AI-170,Data lineage review,Yes,Pass,2025-06-01
AI-170-C3,AI-170,Privacy assessment,Yes,Pass,2025-07-02
AI-170-C4,AI-170,Security review,Yes,Pass,2025-08-02
AI-170-C5,AI-170,Human oversight,Yes,Pass,2025-09-02
AI-170-C6,AI-170,Model monitoring,Yes,Pass,2025-10-03
AI-171-C1,AI-171,Use-case inventory,Yes,Pass,2025-05-05
AI-171-C2,AI-171,Data lineage review,Yes,Gap,2025-06-05
AI-171-C3,AI-171,Privacy assessment,Yes,Pass,2025-07-06
AI-171-C4,AI-171,Security review,Yes,Pass,2025-08-06
AI-171-C5,AI-171,Human oversight,Yes,Gap,2025-09-06
AI-171-C6,AI-171,Model monitoring,Yes,Pass,2025-10-07
AI-172-C1,AI-172,Use-case inventory,Yes,Pass,2025-05-09
AI-172-C2,AI-172,Data lineage review,Yes,Pass,2025-06-09
AI-172-C3,AI-172,Privacy assessment,Yes,Pass,2025-07-10
AI-172-C4,AI-172,Security review,Yes,Pass,2025-08-10
AI-172-C5,AI-172,Human oversight,Yes,Pass,2025-09-10
AI-172-C6,AI-172,Model monitoring,Yes,Gap,2025-10-11
AI-173-C1,AI-173,Use-case inventory,Yes,Pass,2025-05-13
AI-173-C2,AI-173,Data lineage review,Yes,Pass,2025-06-13
AI-173-C3,AI-173,Privacy assessment,Yes,Pass,2025-07-14
AI-173-C4,AI-173,Security review,Yes,Pass,2025-08-14
AI-173-C5,AI-173,Human oversight,Yes,Pass,2025-09-14
AI-173-C6,AI-173,Model monitoring,Yes,Pass,2025-10-15
AI-174-C1,AI-174,Use-case inventory,Yes,Pass,2025-05-17
AI-174-C2,AI-174,Data lineage review,Yes,Pass,2025-06-17
AI-174-C3,AI-174,Privacy assessment,Yes,Pass,2025-07-18
AI-174-C4,AI-174,Security review,Yes,Pass,2025-08-18
AI-174-C5,AI-174,Human oversight,Yes,Pass,2025-09-18
AI-174-C6,AI-174,Model monitoring,Yes,Pass,2025-10-19
AI-175-C1,AI-175,Use-case inventory,Yes,Gap,2025-05-21
AI-175-C2,AI-175,Data lineage review,Yes,Pass,2025-06-21
AI-175-C3,AI-175,Privacy assessment,Yes,Pass,2025-07-22
AI-175-C4,AI-175,Security review,Yes,Gap,2025-08-22
AI-175-C5,AI-175,Human oversight,Yes,Pass,2025-09-22
AI-175-C6,AI-175,Model monitoring,Yes,Pass,2025-10-23
AI-176-C1,AI-176,Use-case inventory,Yes,Pass,2025-05-25
AI-176-C2,AI-176,Data lineage review,Yes,Pass,2025-06-25
AI-176-C3,AI-176,Privacy assessment,Yes,Pass,2025-07-26
AI-176-C4,AI-176,Security review,Yes,Pass,2025-08-26
AI-176-C5,AI-176,Human oversight,Yes,Gap,2025-09-26
AI-176-C6,AI-176,Model monitoring,Yes,Pass,2025-10-27
AI-177-C1,AI-177,Use-case inventory,Yes,Pass,2025-05-29
AI-177-C2,AI-177,Data lineage review,Yes,Pass,2025-06-29
AI-177-C3,AI-177,Privacy assessment,Yes,Pass,2025-07-30
AI-177-C4,AI-177,Security review,Yes,Pass,2025-08-30
AI-177-C5,AI-177,Human oversight,Yes,Pass,2025-09-30
AI-177-C6,AI-177,Model monitoring,Yes,Pass,2025-10-31
AI-178-C1,AI-178,Use-case inventory,Yes,Pass,2025-06-02
AI-178-C2,AI-178,Data lineage review,Yes,Pass,2025-07-03
AI-178-C3,AI-178,Privacy assessment,Yes,Pass,2025-08-03
AI-178-C4,AI-178,Security review,Yes,Pass,2025-09-03
AI-178-C5,AI-178,Human oversight,Yes,Pass,2025-10-04
AI-178-C6,AI-178,Model monitoring,Yes,Pass,2025-11-04
AI-179-C1,AI-179,Use-case inventory,Yes,Pass,2025-06-06
AI-179-C2,AI-179,Data lineage review,Yes,Pass,2025-07-07
AI-179-C3,AI-179,Privacy assessment,Yes,Gap,2025-08-07
AI-179-C4,AI-179,Security review,Yes,Pass,2025-09-07
AI-179-C5,AI-179,Human oversight,Yes,Pass,2025-10-08
AI-179-C6,AI-179,Model monitoring,Yes,Pass,2025-11-08
AI-180-C1,AI-180,Use-case inventory,Yes,Pass,2025-06-10
AI-180-C2,AI-180,Data lineage review,Yes,Pass,2025-07-11
AI-180-C3,AI-180,Privacy assessment,Yes,Pass,2025-08-11
AI-180-C4,AI-180,Security review,Yes,Gap,2025-09-11
AI-180-C5,AI-180,Human oversight,Yes,Pass,2025-10-12
AI-180-C6,AI-180,Model monitoring,Yes,Pass,2025-11-12
